,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,versions,update_date,authors_parsed,publisher,published-print,published-online,reference-count,type,bibtex,subject,publication_type,field_of_study,refined_authors,refined_publication_title,resolved_venue,refined_venue,authors_with_gender,publication_year,journal_name,volume,issue,pages
48418,808.2509,John F. Gunion,John F. Gunion,A light CP-odd Higgs boson and the muon anomalous magnetic moment,"12 pages, 6 figures, revised and expanded","JHEP 0908:032,2009",10.1088/1126-6708/2009/08/032,,hep-ph hep-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 19 Aug 2008 00:21:17 GMT'}, {'version': 'v2', 'created': 'Mon, 27 Jul 2009 18:23:22 GMT'}, {'version': 'v3', 'created': 'Mon, 27 Jul 2009 21:02:49 GMT'}]",2009-08-12,"[['Gunion', 'John F.', '']]",,,,,,,,,High Energy Physics,John F Gunion,A light CP-odd Higgs boson and the muon anomalous magnetic moment,Unknown,Unknown,John F Gunion (male),2009,Journal of High Energy Physics,2009,08,032-032
87193,909.0016,Giancarlo Ghirlanda,"G. Ghirlanda (1), G. Ghisellini (1), L. Nava (1,2) ((1)
  INAF-Osservatorio Astronomico di Brera, (2) Universita' dell'Insubria)",The onset of the GeV afterglow of GRB 090510,"4 pages, 3 figures, submitted to ApJ Letters",,10.1051/0004-6361/200913980,,astro-ph.HE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 31 Aug 2009 20:04:14 GMT'}]",2015-05-14,"[['Ghirlanda', 'G.', ''], ['Ghisellini', 'G.', ''], ['Nava', 'L.', '']]",,,,,,,,,Astronomy and Astrophysics,"G. Ghirlanda, G. Ghisellini, L. Nava",The onset of the GeV afterglow of GRB 090510,Unknown,Unknown,"G. Ghirlanda (male), G. Ghisellini (male), L. Nava (None)",2010,Astronomy and Astrophysics,510,,L7
8721,707.0682,Francisco (Paco) Guinea,"F. Guinea, M. I. Katsnelson, and M. A. H. Vozmediano",Midgap states and charge inhomogeneities in corrugated graphene,,"Phys. Rev. B, vol. 77, 075422 (2008)",10.1103/PhysRevB.77.075422,,cond-mat.mes-hall cond-mat.mtrl-sci,,"[{'version': 'v1', 'created': 'Wed, 4 Jul 2007 19:21:08 GMT'}, {'version': 'v2', 'created': 'Wed, 19 Dec 2007 12:03:38 GMT'}]",2009-11-13,"[['Guinea', 'F.', ''], ['Katsnelson', 'M. I.', ''], ['Vozmediano', 'M. A. H.', '']]",,,,,,,,,Condensed Matter Physics,"F. Guinea, M. I. Katsnelson, M. A. H. Vozmediano",Midgap states and charge inhomogeneities in corrugated graphene,Unknown,Unknown,"F. Guinea (None), M. I. Katsnelson (male), M. A. H. Vozmediano (male)",2008,Physical Review B,77,7,
133433,1010.3229,Rafael I. Nepomechie,"Changrim Ahn, Zoltan Bajnok, Diego Bombardelli and Rafael I.
  Nepomechie",Twisted Bethe equations from a twisted S-matrix,"42 pages; v2: a new appendix on sl(2) grading, 2 additional
  references, and some minor changes; v3: improved Appendix D, additional
  references, and further minor changes, to appear in JHEP","JHEP 1102:027,2011",10.1007/JHEP02(2011)027,UMTG-268,hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 15 Oct 2010 17:26:07 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Oct 2010 15:20:06 GMT'}, {'version': 'v3', 'created': 'Fri, 28 Jan 2011 15:56:16 GMT'}]",2011-02-15,"[['Ahn', 'Changrim', ''], ['Bajnok', 'Zoltan', ''], ['Bombardelli', 'Diego', ''], ['Nepomechie', 'Rafael I.', '']]",,,,,,,,,High Energy Physics,"Changrim Ahn, Zoltan Bajnok, Diego Bombardelli, Rafael I. Nepomechie",Twisted Bethe equations from a twisted S-matrix,Unknown,Unknown,"Changrim Ahn (male), Zoltan Bajnok (male), Diego Bombardelli (male), Rafael I. Nepomechie (male)",2011,Journal of High Energy Physics,2011,2,
35441,804.1785,Juan Belmonte,"Juan Belmonte Beitia, Victor M. Perez Garcia and Pedro J. Torres","Solitary waves for linearly coupled nonlinear Schrodinger equations with
  inhomogeneous coefficients",16 pages,,10.1007/s00332-008-9037-7,,math.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 10 Apr 2008 19:38:25 GMT'}, {'version': 'v2', 'created': 'Fri, 11 Apr 2008 08:16:04 GMT'}]",2009-11-13,"[['Beitia', 'Juan Belmonte', ''], ['Garcia', 'Victor M. Perez', ''], ['Torres', 'Pedro J.', '']]",,,,,,,,,Mathematics and Computer Science,"Juan Belmonte-Beitia, Víctor M. Pérez-García, Pedro J. Torres",Solitary Waves for Linearly Coupled Nonlinear Schrödinger Equations with Inhomogeneous Coefficients,Unknown,Unknown,"Juan Belmonte-Beitia (male), Víctor M. Pérez-García (male), Pedro J. Torres (male)",2009,Journal of Nonlinear Science,19,4,437-451
121625,1007.1223,York Schroder,"Jan Moeller, York Schroder",Open problems in hot QCD,"6 pages; Talk presented at 10th DESY Workshop on Elementary Particle
  Theory: Loops and Legs in Quantum Field Theory, Worlitz, Germany, 25-30 April
  2010","Nucl.Phys.Proc.Suppl.205-206:218-223,2010",10.1016/j.nuclphysbps.2010.08.046,,hep-ph hep-th nucl-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 7 Jul 2010 19:02:54 GMT'}]",2010-12-13,"[['Moeller', 'Jan', ''], ['Schroder', 'York', '']]",,,,,,,,,High Energy Physics,"Jan Möller, York Schröder",Open problems in hot QCD,Unknown,Unknown,"Jan Möller (male), York Schröder (male)",2010,Nuclear Physics B - Proceedings Supplements,205-206,,218-223
100502,912.5167,Ricardo Genova-Santos,"Ricardo G\'enova-Santos, Carmen P. Padilla-Torres, Jos\'e Alberto
  Rubi\~no-Mart\'in, Carlos M. Guti\'errez, Rafael Rebolo","A study of the galaxy redshift distribution toward the cosmic microwave
  background cold spot in the Corona Borealis supercluster","11 pages, 5 figures, 3 tables. Accepted in MNRAS",,10.1111/j.1365-2966.2010.16222.x,,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 28 Dec 2009 13:15:34 GMT'}]",2015-05-14,"[['Génova-Santos', 'Ricardo', ''], ['Padilla-Torres', 'Carmen P.', ''], ['Rubiño-Martín', 'José Alberto', ''], ['Gutiérrez', 'Carlos M.', ''], ['Rebolo', 'Rafael', '']]",,,,,,,,,Astronomy and Astrophysics,"Ricardo Génova-Santos, Carmen Pilar Padilla-Torres, José Alberto Rubiño Martín, Carlos M. Gutiérrez, Rafael Rebolo",A study of the galaxy redshift distribution towards the cosmic microwave background cold spot in the Corona Borealis supercluster,Unknown,Unknown,"Ricardo Génova-Santos (male), Carmen Pilar Padilla-Torres (female), José Alberto Rubiño Martín (male), Carlos M. Gutiérrez (male), Rafael Rebolo (male)",2010,Monthly Notices of the Royal Astronomical Society,403,3,1531-1540
94033,910.5852,Kluson Josef,J. Kluson,New Models of f(R) Theories of Gravity,"16 pages, typos corrected, v2:minor changes, references added",,10.1103/PhysRevD.81.064028,,hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 30 Oct 2009 11:39:16 GMT'}, {'version': 'v2', 'created': 'Mon, 2 Nov 2009 10:04:22 GMT'}, {'version': 'v3', 'created': 'Wed, 4 Nov 2009 11:19:21 GMT'}]",2013-05-29,"[['Kluson', 'J.', '']]",,,,,,,,,High Energy Physics,J. Klusoň,"New models of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>f</mml:mi><mml:mo stretchy=""false"">(</mml:mo><mml:mi>R</mml:mi><mml:mo stretchy=""false"">)</mml:mo></mml:math>theories of gravity",Unknown,Unknown,J. Klusoň (female),2010,Physical Review D,81,6,
71766,904.0557,Olivier Poujade,Olivier Poujade and Mathieu Peybernes,"Growth rate of Rayleigh-Taylor turbulent mixing layers with the
  foliation approach",,"Physical Review E 81, 016316 (2010)",10.1103/PhysRevE.81.016316,,physics.flu-dyn physics.plasm-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 3 Apr 2009 11:57:47 GMT'}, {'version': 'v2', 'created': 'Fri, 17 Jul 2009 07:00:05 GMT'}, {'version': 'v3', 'created': 'Tue, 25 Nov 2014 15:15:38 GMT'}]",2015-05-13,"[['Poujade', 'Olivier', ''], ['Peybernes', 'Mathieu', '']]",,,,,,,,,Mathematics and Computer Science,"Olivier Poujade, Mathieu Peybernes",Growth rate of Rayleigh-Taylor turbulent mixing layers with the foliation approach,Unknown,Unknown,"Olivier Poujade (male), Mathieu Peybernes (male)",2010,Physical Review E,81,1,
115097,1005.2111,Pavel Mnev,"Anton Alekseev, Pavel Mnev",One-dimensional Chern-Simons theory,37 pages,"Commun.Math.Phys.307:185-227,2011",10.1007/s00220-011-1290-1,,hep-th math.QA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 12 May 2010 14:24:36 GMT'}]",2011-09-12,"[['Alekseev', 'Anton', ''], ['Mnev', 'Pavel', '']]",,,,,,,,,High Energy Physics,"Anton Alekseev, Pavel Mnëv",One-Dimensional Chern-Simons Theory,Unknown,Unknown,"Anton Alekseev (male), Pavel Mnëv (male)",2011,Communications in Mathematical Physics,307,1,185-227
114801,1005.1651,Myungkook Jee,M.J. Jee,"Tracing the Peculiar Dark Matter Structure in the Galaxy Cluster CL
  0024+17 with Intracluster Stars and Gas",Accepted to ApJ for publication,,10.1088/0004-637X/717/1/420,,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 10 May 2010 20:01:31 GMT'}]",2015-05-18,"[['Jee', 'M. J.', '']]",,,,,,,,,Astronomy and Astrophysics,M. J. Jee,TRACING THE PECULIAR DARK MATTER STRUCTURE IN THE GALAXY CLUSTER Cl 0024+17 WITH INTRACLUSTER STARS AND GAS,Unknown,Unknown,M. J. Jee (male),2010,The Astrophysical Journal,717,1,420-434
37525,805.0196,Christoph Federrath,"C Federrath, S C O Glover, R S Klessen, W Schmidt","Turbulent Mixing in the Interstellar Medium -- an application for
  Lagrangian Tracer Particles","10 pages, 5 figures, conference proceedings ""Turbulent Mixing and
  Beyond 2007""","Phys.Scr.T132:014025,2008",10.1088/0031-8949/2008/T132/014025,,astro-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 2 May 2008 09:16:10 GMT'}]",2009-06-23,"[['Federrath', 'C', ''], ['Glover', 'S C O', ''], ['Klessen', 'R S', ''], ['Schmidt', 'W', '']]",,,,,,,,,Astronomy and Astrophysics,"C Federrath, S C O Glover, R S Klessen, W Schmidt",Turbulent mixing in the interstellar medium: an application for Lagrangian tracer particles,Unknown,Unknown,"C Federrath (male), S C O Glover (male), R S Klessen (male), W Schmidt (male)",2008,Physica Scripta,T132,,014025
147203,1102.1403,Paul Sorensen,"Paul Sorensen, Boris Bolliet, Agnes Mocsy, Yadav Pandit, and Navneet
  Pruthi",The Rise and Fall of the Ridge in Heavy Ion Collisions,1 Figure and text added,,10.1016/j.physletb.2011.09.055,,nucl-th hep-ph nucl-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 7 Feb 2011 20:04:00 GMT'}, {'version': 'v2', 'created': 'Wed, 6 Apr 2011 14:25:26 GMT'}]",2015-05-27,"[['Sorensen', 'Paul', ''], ['Bolliet', 'Boris', ''], ['Mocsy', 'Agnes', ''], ['Pandit', 'Yadav', ''], ['Pruthi', 'Navneet', '']]",,,,,,,,,High Energy Physics,"P. Sorensen, B. Bolliet, Á. Mócsy, Y. Pandit, N. Pruthi",The rise and fall of the ridge in heavy ion collisions,Unknown,Unknown,"P. Sorensen (male), B. Bolliet (None), Á. Mócsy (None), Y. Pandit (None), N. Pruthi (female)",2011,Physics Letters B,705,1-2,71-75
59947,812.1661,Maarten Solleveld,Maarten Solleveld,Homology of graded Hecke algebras,"Changes in second version: Part of Lemma 3.2 in the first version was
  incorrect and has been repaired. In Section 4 an example was added.
  Furthermore some minor corrections and new references","Journal of Algebra 323 (2010), 1622--1648",10.1016/j.algebra.2010.01.011,,math.KT math.RT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 9 Dec 2008 11:02:46 GMT'}, {'version': 'v2', 'created': 'Tue, 2 Feb 2010 10:12:06 GMT'}]",2010-02-02,"[['Solleveld', 'Maarten', '']]",,,,,,,,,Mathematics and Computer Science,,,Unknown,Unknown,unknown,,,,,
30759,802.33,Pierfrancesco La Mura,Pierfrancesco La Mura,Projective Expected Utility,"7 pages, to appear in the Proceedings of Quantum Interaction 2008","J. of Math. Psychology, 53:5 (2009)",10.1016/j.jmp.2009.02.001,,quant-ph cs.GT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 22 Feb 2008 12:00:20 GMT'}]",2014-10-27,"[['La Mura', 'Pierfrancesco', '']]",,,,,,,,,Quantum Physics,Pierfrancesco La Mura,Projective expected utility,Unknown,Unknown,Pierfrancesco La Mura (male),2009,Journal of Mathematical Psychology,53,5,408-414
128951,1009.2026,Alexander David Hernandez-Nieves,"A. D. Hernandez-Nieves, B. Partoens, F. M. Peeters","Electronic and magnetic properties of superlattices of graphene/graphane
  nanoribbons with different edge hydrogenation",Minor changes,"Phys. Rev. B 82, 165412 (2010)",10.1103/PhysRevB.82.165412,,cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 10 Sep 2010 14:52:24 GMT'}, {'version': 'v2', 'created': 'Mon, 18 Oct 2010 16:23:04 GMT'}]",2010-10-19,"[['Hernandez-Nieves', 'A. D.', ''], ['Partoens', 'B.', ''], ['Peeters', 'F. M.', '']]",,,,,,,,,Condensed Matter Physics,"A. D. Hernández-Nieves, B. Partoens, F. M. Peeters",Electronic and magnetic properties of superlattices of graphene/graphane nanoribbons with different edge hydrogenation,Unknown,Unknown,"A. D. Hernández-Nieves (None), B. Partoens (None), F. M. Peeters (None)",2010,Physical Review B,82,16,
142316,1012.5336,Rafael de Souza,Rafael S. de Souza and Emille E. O. Ishida,An analytical approach to the dwarf galaxies cusp problem,"6 pages, 2 figures","A&A, 524, A74, (2010)",10.1051/0004-6361/201015330,IPMU10-0178,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 24 Dec 2010 02:59:48 GMT'}]",2010-12-27,"[['de Souza', 'Rafael S.', ''], ['Ishida', 'Emille E. O.', '']]",,,,,,,,,Astronomy and Astrophysics,"R. S. de Souza, E. E. O. Ishida",An analytical approach to the dwarf galaxies cusp problem,Unknown,Unknown,"R. S. de Souza (female), E. E. O. Ishida (None)",2010,Astronomy &amp; Astrophysics,524,,A74
581,704.0896,Yurij Holovatch,"M. Dudka, R. Folk, Yu. Holovatch, G. Moser",Model C critical dynamics of random anisotropy magnets,"8 figures, style files included","J. Phys. A: Math. Gen., vol. 40 (2007) 8247-8264",10.1088/1751-8113/40/29/004,,cond-mat.dis-nn cond-mat.stat-mech,,"[{'version': 'v1', 'created': 'Fri, 6 Apr 2007 15:08:06 GMT'}]",2009-11-13,"[['Dudka', 'M.', ''], ['Folk', 'R.', ''], ['Holovatch', 'Yu.', ''], ['Moser', 'G.', '']]",,,,,,,,,Condensed Matter Physics,"M Dudka, R Folk, Yu Holovatch, G Moser",Model C critical dynamics of random anisotropy magnets,Unknown,Unknown,"M Dudka (female), R Folk (male), Yu Holovatch (male), G Moser (male)",2007,Journal of Physics A: Mathematical and Theoretical,40,29,8247-8264
109429,1003.4304,Iskander Ziyatdinov,Iskander Ziyatdinov,Asymptotic properties of mass spectrum in 't Hooft's model of mesons,15 pages,Int. J. Mod. Phys. A 25 (2010) 3899 - 3910,10.1142/S0217751X10050287,RU-NHETC-2010-11,hep-th math-ph math.MP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 22 Mar 2010 23:02:04 GMT'}, {'version': 'v2', 'created': 'Tue, 24 Aug 2010 13:06:16 GMT'}]",2010-08-25,"[['Ziyatdinov', 'Iskander', '']]",,,,,,,,,High Energy Physics,ISKANDER ZIYATDINOV,ASYMPTOTIC PROPERTIES OF MASS SPECTRUM IN 'T HOOFT'S MODEL OF MESONS,Unknown,Unknown,ISKANDER ZIYATDINOV (male),2010,International Journal of Modern Physics A,25,20,3899-3910
55726,810.5237,Gholam Hossein Bordbar,"G.H. Bordbar, S.M. Zebarjad and R. Zahedinia","Lowest Order Constrained Variational Calculation of Structure Properties
  of Protoneutron Star","14 pages, 12 figures. Int. J. Theor. Phys. (2008) in press",Int. J .Theor. Phys. 48 (2009) 61.,10.1007/s10773-008-9782-2,,astro-ph nucl-th,http://creativecommons.org/licenses/publicdomain/,"[{'version': 'v1', 'created': 'Wed, 29 Oct 2008 10:37:16 GMT'}]",2009-03-14,"[['Bordbar', 'G. H.', ''], ['Zebarjad', 'S. M.', ''], ['Zahedinia', 'R.', '']]",,,,,,,,,Astronomy and Astrophysics,"G. H. Bordbar, S. M. Zebarjad, R. Zahedinia",Lowest Order Constrained Variational Calculation of Structure Properties of Protoneutron Star,Unknown,Unknown,"G. H. Bordbar (male), S. M. Zebarjad (female), R. Zahedinia (female)",2009,International Journal of Theoretical Physics,48,1,61-70
72935,904.249,Jeffrey H. Shapiro,Jeffrey H. Shapiro,Defeating Passive Eavesdropping with Quantum Illumination,"2 pages, 1 figure; new version corrects a significant typographical
  error",,10.1103/PhysRevA.80.022320,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 16 Apr 2009 14:38:51 GMT'}, {'version': 'v2', 'created': 'Tue, 28 Apr 2009 13:53:16 GMT'}]",2015-05-13,"[['Shapiro', 'Jeffrey H.', '']]",,,,,,,,,Quantum Physics,Jeffrey H. Shapiro,Defeating passive eavesdropping with quantum illumination,Unknown,Unknown,Jeffrey H. Shapiro (male),2009,Physical Review A,80,2,
71172,903.5131,Ernest Epshtein,"S. G. Chigarev, E. M. Epshtein, P. E. Zilberman","Lower current-driven exchange switching threshold in noncollinear
  magnetic junctions under high spin injection","5 pages, 1 figure",,10.1002/pssb.200945305,,cond-mat.mtrl-sci cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 30 Mar 2009 05:19:34 GMT'}]",2015-05-13,"[['Chigarev', 'S. G.', ''], ['Epshtein', 'E. M.', ''], ['Zilberman', 'P. E.', '']]",,,,,,,,,Condensed Matter Physics,"S. G. Chigarev, E. M. Epshtein, P. E. Zilberman",Lower current-driven exchange switching threshold in noncollinear magnetic junctions under high spin injection,Unknown,Unknown,"S. G. Chigarev (female), E. M. Epshtein (None), P. E. Zilberman (male)",2010,physica status solidi (b),247,2,325-328
42306,806.3047,Schoeffel Laurent,Laurent Schoeffel,Deeply Virtual Compton Scattering at HERA and perspectives at CERN,"8 pages, 6 figures, Proceedings of the Sixth International Conference
  on Perspectives in Hadronic Physics, 12 - 16 May 2008, Trieste, Italy","AIPConf.Proc.1056:372-379,2008",10.1063/1.3013066,,hep-ph,http://creativecommons.org/licenses/publicdomain/,"[{'version': 'v1', 'created': 'Wed, 18 Jun 2008 19:52:45 GMT'}, {'version': 'v2', 'created': 'Thu, 19 Jun 2008 10:27:53 GMT'}]",2008-11-26,"[['Schoeffel', 'Laurent', '']]",,,,,,,,,High Energy Physics,"Laurent Schoeffel, Sigfrido Boffi, Claudio Ciofi degli Atti, Mauro Giannini, Daniele Treleani",Deeply Virtual Compton Scattering at HERA and perspectives at CERN,Unknown,Unknown,"Laurent Schoeffel (male), Sigfrido Boffi (male), Claudio Ciofi degli Atti (male), Mauro Giannini (male), Daniele Treleani (male)",2008,AIP Conference Proceedings,,,
53669,810.1645,Oleg Peil,"B. Skubic and O. E. Peil and J. Hellsvik and P. Nordblad and L.
  Nordstr\""om, O. Eriksson",Atomistic spin dynamics of the CuMn spin glass alloy,"18 pages, 9 figures",,10.1103/PhysRevB.79.024411,,cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 9 Oct 2008 12:46:04 GMT'}]",2009-11-13,"[['Skubic', 'B.', ''], ['Peil', 'O. E.', ''], ['Hellsvik', 'J.', ''], ['Nordblad', 'P.', ''], ['Nordström', 'L.', ''], ['Eriksson', 'O.', '']]",,,,,,,,,Condensed Matter Physics,"B. Skubic, O. E. Peil, J. Hellsvik, P. Nordblad, L. Nordström, O. Eriksson",Atomistic spin dynamics of the Cu-Mn spin-glass alloy,Unknown,Unknown,"B. Skubic (None), O. E. Peil (None), J. Hellsvik (female), P. Nordblad (male), L. Nordström (None), O. Eriksson (None)",2009,Physical Review B,79,2,
132378,1010.1436,Carl Akerlof,"C. W. Akerlof, W. Zheng, S. B. Pandey and T. A. McKay","Searching for Needles in Haystacks - Looking for GRB gamma-rays with the
  Fermi/LAT Detector","8 pages, 4 figures, 2 tables, accepted for publication in ApJ, minor
  revisions",,10.1088/0004-637X/726/1/22,,astro-ph.HE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 7 Oct 2010 14:03:55 GMT'}, {'version': 'v2', 'created': 'Sat, 23 Oct 2010 16:30:33 GMT'}]",2015-05-20,"[['Akerlof', 'C. W.', ''], ['Zheng', 'W.', ''], ['Pandey', 'S. B.', ''], ['McKay', 'T. A.', '']]",,,,,,,,,Astronomy and Astrophysics,"C. W. Akerlof, W. Zheng, S. B. Pandey, T. A. McKay",SEARCHING FOR NEEDLES IN HAYSTACKS—LOOKING FOR GAMMA-RAY BURST γ-RAYS WITH THE<i>FERMI</i>/LAT DETECTOR,Unknown,Unknown,"C. W. Akerlof (female), W. Zheng (male), S. B. Pandey (female), T. A. McKay (male)",2011,The Astrophysical Journal,726,1,22
117886,1006.0896,Ren-Jie Wang,Ren-Jie Wang and Yong-Chang Huang,"Exact solutions and excitations for the Davey-Stewartson equations with
  nonlinear and gain terms","11 pages, 5 figures","Eur. Phys. J. D 57, 395-401 (2010)",10.1140/epjd/e2010-00048-1,,math-ph math.MP physics.atm-clus physics.flu-dyn physics.plasm-ph,http://creativecommons.org/licenses/by-nc-sa/3.0/,"[{'version': 'v1', 'created': 'Fri, 4 Jun 2010 14:07:08 GMT'}]",2010-06-07,"[['Wang', 'Ren-Jie', ''], ['Huang', 'Yong-Chang', '']]",,,,,,,,,Mathematics and Computer Science,"Ren-Jie Wang, Yong-Chang Huang",Exact solutions and excitations for the Davey-Stewartson equations with nonlinear and gain terms,Unknown,Unknown,"Ren-Jie Wang (None), Yong-Chang Huang (male)",2010,The European Physical Journal D,57,3,395-401
35675,804.2174,David Arroyo,"David Arroyo, Rhouma Rhouma, Gonzalo Alvarez, Shujun Li, Veronica
  Fernandez","On the security of a new image encryption scheme based on chaotic map
  lattices","8 pages, 8 Figures",,10.1063/1.2959102,,nlin.CD,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 14 Apr 2008 13:16:19 GMT'}]",2009-11-13,"[['Arroyo', 'David', ''], ['Rhouma', 'Rhouma', ''], ['Alvarez', 'Gonzalo', ''], ['Li', 'Shujun', ''], ['Fernandez', 'Veronica', '']]",,,,,,,,,Nonlinear Sciences,"David Arroyo, Rhouma Rhouma, Gonzalo Alvarez, Shujun Li, Veronica Fernandez",On the security of a new image encryption scheme based on chaotic map lattices,Unknown,Unknown,"David Arroyo (male), Rhouma Rhouma (male), Gonzalo Alvarez (male), Shujun Li (female), Veronica Fernandez (female)",2008,Chaos: An Interdisciplinary Journal of Nonlinear Science,18,3,
96242,911.3677,Bo-Qiang Ma,"Bo Sun, Jun She, Bing Zhang, Ya-Jun Mao, Bo-Qiang Ma","Left-right asymmetry for pion and kaon production in the semi-inclusive
  deep inelastic scattering process","7 latex pages, 11 figures, final version for publication, with
  references updated","Eur.Phys.J.C65:163-170,2010",10.1140/epjc/s10052-009-1191-z,,hep-ph hep-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 18 Nov 2009 23:25:41 GMT'}, {'version': 'v2', 'created': 'Tue, 1 Dec 2009 16:09:09 GMT'}]",2014-11-20,"[['Sun', 'Bo', ''], ['She', 'Jun', ''], ['Zhang', 'Bing', ''], ['Mao', 'Ya-Jun', ''], ['Ma', 'Bo-Qiang', '']]",,,,,,,,,High Energy Physics,"Bo Sun, Jun She, Bing Zhang, Ya-Jun Mao, Bo-Qiang Ma",Left–right asymmetry for pion and kaon production in the semi-inclusive deep-inelastic scattering process,Unknown,Unknown,"Bo Sun (male), Jun She (male), Bing Zhang (male), Ya-Jun Mao (female), Bo-Qiang Ma (None)",2010,The European Physical Journal C,65,1-2,
30103,802.22,Ingo Goetze,"Yu-Guo Tao, Ingo O. Goetze, Gerhard Gompper",Multi-particle collision dynamics modeling of viscoelastic fluids,,"J. Chem. Phys. 128, 144902 (2008)",10.1063/1.2850082,,cond-mat.soft,,"[{'version': 'v1', 'created': 'Fri, 15 Feb 2008 13:46:41 GMT'}]",2008-11-05,"[['Tao', 'Yu-Guo', ''], ['Goetze', 'Ingo O.', ''], ['Gompper', 'Gerhard', '']]",,,,,,,,,Condensed Matter Physics,"Yu-Guo Tao, Ingo O. Götze, Gerhard Gompper",Multiparticle collision dynamics modeling of viscoelastic fluids,Unknown,Unknown,"Yu-Guo Tao (None), Ingo O. Götze (male), Gerhard Gompper (male)",2008,The Journal of Chemical Physics,128,14,
138185,1011.5013,Chengmin Zhang,"J. Wang, C.M. Zhang, Y.H. Zhao, Y. Kojima, H.X. Yin and L.M. SOng",Spin Period Evolution of Recycled Pulsar in Accreting Binary,"9 pages, 6 figs, accepted by A\& A 2010","2011, Astron & Astrophys, 526, 88",10.1051/0004-6361/201015190,,astro-ph.HE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 23 Nov 2010 06:59:08 GMT'}]",2015-05-20,"[['Wang', 'J.', ''], ['Zhang', 'C. M.', ''], ['Zhao', 'Y. H.', ''], ['Kojima', 'Y.', ''], ['Yin', 'H. X.', ''], ['SOng', 'L. M.', '']]",,,,,,,,,Astronomy and Astrophysics,"J. Wang, C. M. Zhang, Y. H. Zhao, Y. Kojima, H. X. Yin, L. M. Song",Spin period evolution of a recycled pulsar in an accreting binary,Unknown,Unknown,"J. Wang (female), C. M. Zhang (female), Y. H. Zhao (None), Y. Kojima (None), H. X. Yin (male), L. M. Song (None)",2011,Astronomy &amp; Astrophysics,526,,A88
